"","Team","Value","Squad size","Date"
"1","Salford City","€100Th.",4,"2014-02-01"
"2","Southend United","€3.78m",26,"2014-02-01"
"3","Bolton Wanderers","€34.93m",25,"2014-02-01"
"4","Oldham Athletic","€5.00m",25,"2014-02-01"
"5","Tranmere Rovers","€3.10m",24,"2014-02-01"
"6","Morecambe FC","€2.28m",24,"2014-02-01"
"7","Grimsby Town","€875Th.",21,"2014-02-01"
"8","Colchester United","€3.60m",23,"2014-02-01"
"9","Leyton Orient","€5.73m",26,"2014-02-01"
"10","Mansfield Town","€1.23m",28,"2014-02-01"
"11","Bradford City","€7.75m",26,"2014-02-01"
"12","Scunthorpe United","€4.65m",29,"2014-02-01"
"13","Barrow AFC","€600Th.",23,"2014-02-01"
"14","Port Vale FC","€3.83m",26,"2014-02-01"
"15","Cheltenham Town","€1.58m",22,"2014-02-01"
"16","Exeter City","€3.43m",24,"2014-02-01"
"17","Carlisle United","€3.10m",22,"2014-02-01"
"18","Crawley Town","€3.53m",23,"2014-02-01"
"19","Newport County","€2.08m",24,"2014-02-01"
"20","Cambridge United","€950Th.",28,"2014-02-01"
"21","Walsall FC","€4.55m",26,"2014-02-01"
"22","Forest Green Rovers","€1.33m",27,"2014-02-01"
"23","Stevenage FC","€3.75m",24,"2014-02-01"
"24","Harrogate Town","€2.23m",34,"2014-02-01"
