"Team","Value","Squad size","Date"
"Hull City","£80.78m",26,"2015-03-01"
"Ipswich Town","£19.49m",25,"2015-03-01"
"Blackpool FC","£8.08m",30,"2015-03-01"
"Sunderland AFC","£76.05m",22,"2015-03-01"
"Charlton Athletic","£21.60m",33,"2015-03-01"
"Shrewsbury Town","£3.92m",24,"2015-03-01"
"Fleetwood Town","£3.29m",26,"2015-03-01"
"Milton Keynes Dons","£7.43m",24,"2015-03-01"
"Oxford United","£2.27m",28,"2015-03-01"
"Wigan Athletic","£26.15m",28,"2015-03-01"
"Swindon Town","£2.84m",24,"2015-03-01"
"Doncaster Rovers","£5.31m",25,"2015-03-01"
"Portsmouth FC","£4.43m",27,"2015-03-01"
"Burton Albion","£2.24m",25,"2015-03-01"
"Gillingham FC","£2.34m",25,"2015-03-01"
"Bristol Rovers","£1.46m",25,"2015-03-01"
"Northampton Town","£3.78m",23,"2015-03-01"
"Plymouth Argyle","£2.00m",24,"2015-03-01"
"Lincoln City","£540Th.",25,"2015-03-01"
"Peterborough United","£4.93m",21,"2015-03-01"
"Rochdale AFC","£3.22m",26,"2015-03-01"
"Crewe Alexandra","£2.86m",26,"2015-03-01"
"AFC Wimbledon","£1.94m",28,"2015-03-01"
"Accrington Stanley","£1.28m",25,"2015-03-01"
