"","Team","Value","Squad size","Date"
"1","Hull City","€27.30m",26,"2012-10-01"
"2","Ipswich Town","€15.95m",25,"2012-10-01"
"3","Blackpool FC","€25.48m",36,"2012-10-01"
"4","Sunderland AFC","€114.50m",23,"2012-10-01"
"5","Shrewsbury Town","€4.50m",22,"2012-10-01"
"6","Charlton Athletic","€10.93m",29,"2012-10-01"
"7","Fleetwood Town","€2.98m",30,"2012-10-01"
"8","Milton Keynes Dons","€6.85m",20,"2012-10-01"
"9","Oxford United","€4.38m",27,"2012-10-01"
"10","Wigan Athletic","€71.00m",23,"2012-10-01"
"11","Swindon Town","€5.38m",26,"2012-10-01"
"12","Doncaster Rovers","€6.70m",21,"2012-10-01"
"13","Portsmouth FC","€6.95m",25,"2012-10-01"
"14","Burton Albion","€2.81m",24,"2012-10-01"
"15","Gillingham FC","€3.50m",28,"2012-10-01"
"16","Bristol Rovers","€5.05m",29,"2012-10-01"
"17","Plymouth Argyle","€3.80m",29,"2012-10-01"
"18","Northampton Town","€3.48m",23,"2012-10-01"
"19","Lincoln City","€1.08m",30,"2012-10-01"
"20","Peterborough United","€10.25m",28,"2012-10-01"
"21","Rochdale AFC","€2.13m",25,"2012-10-01"
"22","Crewe Alexandra","€1.50m",24,"2012-10-01"
"23","AFC Wimbledon","€1.45m",24,"2012-10-01"
"24","Accrington Stanley","€1.65m",27,"2012-10-01"
