"","Team","Value","Squad size","Date"
"1","Hull City","€120.35m",29,"2017-02-15"
"2","Ipswich Town","€22.78m",31,"2017-02-15"
"3","Blackpool FC","€3.95m",27,"2017-02-15"
"4","Sunderland AFC","€99.25m",28,"2017-02-15"
"5","Shrewsbury Town","€3.70m",26,"2017-02-15"
"6","Charlton Athletic","€13.90m",28,"2017-02-15"
"7","Fleetwood Town","€3.98m",31,"2017-02-15"
"8","Milton Keynes Dons","€6.55m",26,"2017-02-15"
"9","Oxford United","€5.68m",25,"2017-02-15"
"10","Wigan Athletic","€19.08m",32,"2017-02-15"
"11","Swindon Town","€5.60m",30,"2017-02-15"
"12","Doncaster Rovers","€3.25m",26,"2017-02-15"
"13","Portsmouth FC","€4.03m",26,"2017-02-15"
"14","Burton Albion","€12.90m",27,"2017-02-15"
"15","Gillingham FC","€5.48m",28,"2017-02-15"
"16","Bristol Rovers","€3.28m",31,"2017-02-15"
"17","Plymouth Argyle","€3.95m",25,"2017-02-15"
"18","Northampton Town","€6.13m",26,"2017-02-15"
"19","Lincoln City","€800Th.",24,"2017-02-15"
"20","Peterborough United","€4.45m",25,"2017-02-15"
"21","Rochdale AFC","€4.10m",29,"2017-02-15"
"22","Crewe Alexandra","€2.53m",21,"2017-02-15"
"23","AFC Wimbledon","€3.50m",25,"2017-02-15"
"24","Accrington Stanley","€2.30m",27,"2017-02-15"
