"","Team","Value","Squad size","Date"
"1","Liverpool FC","€236.10m",26,"2012-07-15"
"2","Manchester City","€498.50m",27,"2012-07-15"
"3","Chelsea FC","€414.25m",29,"2012-07-15"
"4","Manchester United","€399.25m",27,"2012-07-15"
"5","Tottenham Hotspur","€293.00m",28,"2012-07-15"
"6","Arsenal FC","€365.75m",35,"2012-07-15"
"7","Everton FC","€138.00m",21,"2012-07-15"
"8","Leicester City","€28.80m",23,"2012-07-15"
"9","Wolverhampton Wanderers","€70.30m",28,"2012-07-15"
"10","Aston Villa","€113.25m",24,"2012-07-15"
"11","West Ham United","€55.50m",20,"2012-07-15"
"12","Newcastle United","€148.75m",27,"2012-07-15"
"13","Southampton FC","€41.85m",26,"2012-07-15"
"14","Brighton & Hove Albion","€21.20m",27,"2012-07-15"
"15","Fulham FC","€97.50m",30,"2012-07-15"
"16","Crystal Palace","€17.18m",27,"2012-07-15"
"17","Leeds United","€18.25m",25,"2012-07-15"
"18","Sheffield United","€10.45m",22,"2012-07-15"
"19","Burnley FC","€17.55m",25,"2012-07-15"
"20","West Bromwich Albion","€58.25m",22,"2012-07-15"
