"","Team","Value","Squad size","Date"
"1","Hull City","€28.75m",31,"2013-06-01"
"2","Ipswich Town","€13.78m",24,"2013-06-01"
"3","Blackpool FC","€27.55m",31,"2013-06-01"
"4","Sunderland AFC","€115.50m",22,"2013-06-01"
"5","Shrewsbury Town","€3.48m",21,"2013-06-01"
"6","Charlton Athletic","€10.60m",29,"2013-06-01"
"7","Fleetwood Town","€3.23m",33,"2013-06-01"
"8","Milton Keynes Dons","€5.83m",20,"2013-06-01"
"9","Oxford United","€3.15m",26,"2013-06-01"
"10","Wigan Athletic","€67.00m",25,"2013-06-01"
"11","Swindon Town","€4.33m",23,"2013-06-01"
"12","Doncaster Rovers","€6.25m",23,"2013-06-01"
"13","Portsmouth FC","€3.03m",17,"2013-06-01"
"14","Burton Albion","€2.46m",22,"2013-06-01"
"15","Gillingham FC","€2.35m",24,"2013-06-01"
"16","Bristol Rovers","€3.03m",28,"2013-06-01"
"17","Plymouth Argyle","€2.45m",22,"2013-06-01"
"18","Northampton Town","€3.85m",23,"2013-06-01"
"19","Lincoln City","€550Th.",21,"2013-06-01"
"20","Peterborough United","€10.13m",29,"2013-06-01"
"21","Rochdale AFC","€2.33m",26,"2013-06-01"
"22","Crewe Alexandra","€3.18m",26,"2013-06-01"
"23","AFC Wimbledon","€2.85m",24,"2013-06-01"
"24","Accrington Stanley","€2.48m",25,"2013-06-01"
