"","Team","Value","Squad size","Date"
"1","Liverpool FC","€241.50m",23,"2013-02-15"
"2","Manchester City","€433.25m",24,"2013-02-15"
"3","Chelsea FC","€386.75m",24,"2013-02-15"
"4","Manchester United","€421.25m",26,"2013-02-15"
"5","Tottenham Hotspur","€269.50m",24,"2013-02-15"
"6","Arsenal FC","€281.50m",24,"2013-02-15"
"7","Everton FC","€137.75m",23,"2013-02-15"
"8","Leicester City","€27.60m",26,"2013-02-15"
"9","Wolverhampton Wanderers","€64.80m",29,"2013-02-15"
"10","Aston Villa","€108.00m",28,"2013-02-15"
"11","West Ham United","€94.00m",25,"2013-02-15"
"12","Newcastle United","€179.00m",31,"2013-02-15"
"13","Southampton FC","€77.00m",23,"2013-02-15"
"14","Brighton & Hove Albion","€26.43m",32,"2013-02-15"
"15","Fulham FC","€82.55m",28,"2013-02-15"
"16","Crystal Palace","€21.45m",30,"2013-02-15"
"17","Leeds United","€21.15m",24,"2013-02-15"
"18","Sheffield United","€9.78m",29,"2013-02-15"
"19","Burnley FC","€20.23m",27,"2013-02-15"
"20","West Bromwich Albion","€87.25m",24,"2013-02-15"
