"","Team","Value","Squad size","Date"
"1","Salford City","€1.18m",25,"2016-07-01"
"2","Southend United","€3.45m",19,"2016-07-01"
"3","Bolton Wanderers","€10.63m",25,"2016-07-01"
"4","Oldham Athletic","€3.35m",20,"2016-07-01"
"5","Tranmere Rovers","€950Th.",24,"2016-07-01"
"6","Morecambe FC","€1.48m",16,"2016-07-01"
"7","Grimsby Town","€2.13m",20,"2016-07-01"
"8","Colchester United","€2.45m",21,"2016-07-01"
"9","Leyton Orient","€4.98m",24,"2016-07-01"
"10","Mansfield Town","€2.05m",23,"2016-07-01"
"11","Bradford City","€3.75m",18,"2016-07-01"
"12","Scunthorpe United","€4.63m",24,"2016-07-01"
"13","Barrow AFC","€750Th.",20,"2016-07-01"
"14","Port Vale FC","€1.93m",16,"2016-07-01"
"15","Cheltenham Town","€950Th.",26,"2016-07-01"
"16","Exeter City","€4.80m",32,"2016-07-01"
"17","Carlisle United","€1.95m",19,"2016-07-01"
"18","Crawley Town","€2.65m",20,"2016-07-01"
"19","Newport County","€1.13m",20,"2016-07-01"
"20","Cambridge United","€2.03m",22,"2016-07-01"
"21","Walsall FC","€3.38m",23,"2016-07-01"
"22","Forest Green Rovers","€2.03m",25,"2016-07-01"
"23","Stevenage FC","€1.45m",20,"2016-07-01"
"24","Harrogate Town","€3.45m",52,"2016-07-01"
