"","Team","Value","Squad size","Date"
"1","Hull City","€64.50m",26,"2014-02-01"
"2","Ipswich Town","€12.25m",21,"2014-02-01"
"3","Blackpool FC","€20.18m",25,"2014-02-01"
"4","Sunderland AFC","€109.15m",29,"2014-02-01"
"5","Shrewsbury Town","€4.08m",25,"2014-02-01"
"6","Charlton Athletic","€15.70m",26,"2014-02-01"
"7","Fleetwood Town","€2.83m",26,"2014-02-01"
"8","Milton Keynes Dons","€5.78m",20,"2014-02-01"
"9","Oxford United","€2.78m",29,"2014-02-01"
"10","Wigan Athletic","€51.95m",27,"2014-02-01"
"11","Swindon Town","€4.35m",33,"2014-02-01"
"12","Doncaster Rovers","€10.90m",24,"2014-02-01"
"13","Portsmouth FC","€4.70m",27,"2014-02-01"
"14","Burton Albion","€3.71m",24,"2014-02-01"
"15","Gillingham FC","€3.78m",29,"2014-02-01"
"16","Bristol Rovers","€2.10m",26,"2014-02-01"
"17","Plymouth Argyle","€3.08m",25,"2014-02-01"
"18","Northampton Town","€3.85m",31,"2014-02-01"
"19","Lincoln City","€675Th.",23,"2014-02-01"
"20","Peterborough United","€6.95m",22,"2014-02-01"
"21","Rochdale AFC","€2.10m",26,"2014-02-01"
"22","Crewe Alexandra","€2.13m",23,"2014-02-01"
"23","AFC Wimbledon","€2.30m",25,"2014-02-01"
"24","Accrington Stanley","€2.20m",25,"2014-02-01"
