"","Team","Value","Squad size","Date"
"1","Liverpool FC","€466.50m",30,"2017-09-01"
"2","Manchester City","€606.75m",23,"2017-09-01"
"3","Chelsea FC","€605.90m",25,"2017-09-01"
"4","Manchester United","€572.75m",27,"2017-09-01"
"5","Tottenham Hotspur","€499.25m",24,"2017-09-01"
"6","Arsenal FC","€513.00m",26,"2017-09-01"
"7","Everton FC","€321.50m",30,"2017-09-01"
"8","Leicester City","€227.50m",26,"2017-09-01"
"9","Wolverhampton Wanderers","€67.18m",27,"2017-09-01"
"10","Aston Villa","€93.50m",28,"2017-09-01"
"11","West Ham United","€218.40m",24,"2017-09-01"
"12","Newcastle United","€131.25m",26,"2017-09-01"
"13","Southampton FC","€249.60m",27,"2017-09-01"
"14","Brighton & Hove Albion","€94.25m",30,"2017-09-01"
"15","Fulham FC","€55.30m",25,"2017-09-01"
"16","Crystal Palace","€173.85m",27,"2017-09-01"
"17","Leeds United","€37.95m",27,"2017-09-01"
"18","Sheffield United","€9.80m",26,"2017-09-01"
"19","Burnley FC","€82.75m",24,"2017-09-01"
"20","West Bromwich Albion","€147.25m",23,"2017-09-01"
