"Team","Value","Squad size","Date"
"Salford City","-",NA,"2011-11-15"
"Southend United","£4.12m",26,"2011-11-15"
"Bolton Wanderers","£88.20m",27,"2011-11-15"
"Oldham Athletic","£4.23m",28,"2011-11-15"
"Tranmere Rovers","£2.66m",23,"2011-11-15"
"Morecambe FC","£2.90m",26,"2011-11-15"
"Grimsby Town","£1.58m",24,"2011-11-15"
"Colchester United","£5.42m",26,"2011-11-15"
"Leyton Orient","£5.38m",25,"2011-11-15"
"Mansfield Town","£1.78m",24,"2011-11-15"
"Bradford City","£5.65m",32,"2011-11-15"
"Scunthorpe United","£4.34m",28,"2011-11-15"
"Barrow AFC","£653Th.",24,"2011-11-15"
"Port Vale FC","£3.24m",27,"2011-11-15"
"Cheltenham Town","£2.36m",22,"2011-11-15"
"Exeter City","£5.27m",30,"2011-11-15"
"Carlisle United","£5.58m",25,"2011-11-15"
"Crawley Town","£2.75m",22,"2011-11-15"
"Newport County","£1.06m",27,"2011-11-15"
"Walsall FC","£5.00m",23,"2011-11-15"
"Forest Green Rovers","£1.35m",25,"2011-11-15"
"Stevenage FC","£3.04m",25,"2011-11-15"
"Cambridge United","£675Th.",25,"2011-11-15"
"Harrogate Town","£698Th.",23,"2011-11-15"
