"","Team","Value","Squad size","Date"
"1","Hull City","€56.00m",26,"2013-09-15"
"2","Ipswich Town","€11.93m",20,"2013-09-15"
"3","Blackpool FC","€20.93m",24,"2013-09-15"
"4","Sunderland AFC","€111.90m",27,"2013-09-15"
"5","Shrewsbury Town","€3.50m",21,"2013-09-15"
"6","Charlton Athletic","€11.60m",24,"2013-09-15"
"7","Fleetwood Town","€3.53m",23,"2013-09-15"
"8","Milton Keynes Dons","€5.80m",23,"2013-09-15"
"9","Oxford United","€2.83m",26,"2013-09-15"
"10","Wigan Athletic","€64.20m",25,"2013-09-15"
"11","Swindon Town","€3.98m",28,"2013-09-15"
"12","Doncaster Rovers","€8.25m",25,"2013-09-15"
"13","Portsmouth FC","€3.53m",20,"2013-09-15"
"14","Burton Albion","€2.91m",22,"2013-09-15"
"15","Gillingham FC","€2.95m",26,"2013-09-15"
"16","Bristol Rovers","€2.98m",26,"2013-09-15"
"17","Plymouth Argyle","€3.30m",25,"2013-09-15"
"18","Northampton Town","€3.73m",26,"2013-09-15"
"19","Lincoln City","€600Th.",22,"2013-09-15"
"20","Peterborough United","€7.75m",22,"2013-09-15"
"21","Rochdale AFC","€2.38m",28,"2013-09-15"
"22","Crewe Alexandra","€2.48m",25,"2013-09-15"
"23","AFC Wimbledon","€2.38m",22,"2013-09-15"
"24","Accrington Stanley","€2.20m",23,"2013-09-15"
