"Team","Value","Squad size","Date"
"Ipswich Town","£20.75m",29,"2018-03-01"
"Hull City","£56.30m",31,"2018-03-01"
"Sunderland AFC","£46.58m",29,"2018-03-01"
"Blackpool FC","£4.03m",28,"2018-03-01"
"Charlton Athletic","£8.55m",25,"2018-03-01"
"Milton Keynes Dons","£7.29m",27,"2018-03-01"
"Portsmouth FC","£5.29m",26,"2018-03-01"
"Fleetwood Town","£4.48m",25,"2018-03-01"
"Shrewsbury Town","£3.08m",27,"2018-03-01"
"Swindon Town","£2.70m",26,"2018-03-01"
"Oxford United","£7.22m",28,"2018-03-01"
"Wigan Athletic","£11.30m",30,"2018-03-01"
"Lincoln City","£2.95m",25,"2018-03-01"
"Doncaster Rovers","£3.26m",26,"2018-03-01"
"Gillingham FC","£3.62m",30,"2018-03-01"
"Bristol Rovers","£3.26m",25,"2018-03-01"
"Plymouth Argyle","£3.94m",27,"2018-03-01"
"Burton Albion","£7.92m",24,"2018-03-01"
"Crewe Alexandra","£2.21m",30,"2018-03-01"
"Northampton Town","£7.38m",31,"2018-03-01"
"Peterborough United","£4.66m",26,"2018-03-01"
"Rochdale AFC","£3.96m",28,"2018-03-01"
"AFC Wimbledon","£3.78m",27,"2018-03-01"
"Accrington Stanley","£1.73m",24,"2018-03-01"
