"Team","Value","Squad size","Date"
"Salford City","-",NA,"2010-11-15"
"Bolton Wanderers","£74.93m",26,"2010-11-15"
"Oldham Athletic","£3.67m",28,"2010-11-15"
"Barrow AFC","£810Th.",25,"2010-11-15"
"Morecambe FC","£3.76m",25,"2010-11-15"
"Mansfield Town","£1.69m",32,"2010-11-15"
"Tranmere Rovers","£4.12m",31,"2010-11-15"
"Grimsby Town","-",NA,"2010-11-15"
"Leyton Orient","£6.05m",27,"2010-11-15"
"Colchester United","£6.41m",30,"2010-11-15"
"Scunthorpe United","£8.30m",28,"2010-11-15"
"Bradford City","£3.85m",28,"2010-11-15"
"Port Vale FC","£2.32m",23,"2010-11-15"
"Crawley Town","£1.24m",28,"2010-11-15"
"Exeter City","£5.18m",34,"2010-11-15"
"Newport County","£450Th.",17,"2010-11-15"
"Southend United","£4.64m",25,"2010-11-15"
"Cheltenham Town","£1.58m",25,"2010-11-15"
"Cambridge United","£765Th.",25,"2010-11-15"
"Carlisle United","£5.20m",26,"2010-11-15"
"Stevenage FC","£3.35m",27,"2010-11-15"
"Forest Green Rovers","£1.76m",37,"2010-11-15"
"Walsall FC","£6.71m",27,"2010-11-15"
"Harrogate Town","£1.10m",18,"2010-11-15"
