"","Team","Value","Squad size","Date"
"1","Salford City","-",NA,"2011-09-15"
"2","Southend United","€4.55m",25,"2011-09-15"
"3","Bolton Wanderers","€98.10m",29,"2011-09-15"
"4","Oldham Athletic","€4.15m",26,"2011-09-15"
"5","Tranmere Rovers","€2.90m",20,"2011-09-15"
"6","Morecambe FC","€2.93m",25,"2011-09-15"
"7","Grimsby Town","€1.93m",24,"2011-09-15"
"8","Colchester United","€6.03m",25,"2011-09-15"
"9","Leyton Orient","€5.18m",24,"2011-09-15"
"10","Mansfield Town","€2.40m",25,"2011-09-15"
"11","Bradford City","€4.48m",35,"2011-09-15"
"12","Scunthorpe United","€4.70m",27,"2011-09-15"
"13","Barrow AFC","€650Th.",20,"2011-09-15"
"14","Port Vale FC","€2.53m",25,"2011-09-15"
"15","Cheltenham Town","€2.83m",23,"2011-09-15"
"16","Exeter City","€4.78m",28,"2011-09-15"
"17","Carlisle United","€6.00m",24,"2011-09-15"
"18","Crawley Town","€1.70m",23,"2011-09-15"
"19","Newport County","€1.13m",24,"2011-09-15"
"20","Cambridge United","€925Th.",29,"2011-09-15"
"21","Walsall FC","€4.55m",22,"2011-09-15"
"22","Forest Green Rovers","€1.05m",21,"2011-09-15"
"23","Stevenage FC","€3.25m",25,"2011-09-15"
"24","Harrogate Town","€800Th.",19,"2011-09-15"
