"","Team","Value","Squad size","Date"
"1","Hull City","€55.25m",26,"2013-11-15"
"2","Ipswich Town","€11.93m",22,"2013-11-15"
"3","Blackpool FC","€22.25m",25,"2013-11-15"
"4","Sunderland AFC","€108.00m",24,"2013-11-15"
"5","Shrewsbury Town","€3.38m",21,"2013-11-15"
"6","Charlton Athletic","€11.80m",25,"2013-11-15"
"7","Fleetwood Town","€3.03m",24,"2013-11-15"
"8","Milton Keynes Dons","€6.80m",23,"2013-11-15"
"9","Oxford United","€2.63m",26,"2013-11-15"
"10","Wigan Athletic","€58.35m",27,"2013-11-15"
"11","Swindon Town","€4.75m",30,"2013-11-15"
"12","Doncaster Rovers","€7.80m",25,"2013-11-15"
"13","Portsmouth FC","€4.60m",28,"2013-11-15"
"14","Burton Albion","€3.29m",22,"2013-11-15"
"15","Gillingham FC","€3.45m",27,"2013-11-15"
"16","Bristol Rovers","€2.95m",27,"2013-11-15"
"17","Plymouth Argyle","€3.70m",26,"2013-11-15"
"18","Northampton Town","€5.23m",33,"2013-11-15"
"19","Lincoln City","€600Th.",22,"2013-11-15"
"20","Peterborough United","€8.15m",22,"2013-11-15"
"21","Rochdale AFC","€2.88m",29,"2013-11-15"
"22","Crewe Alexandra","€2.58m",28,"2013-11-15"
"23","AFC Wimbledon","€2.43m",24,"2013-11-15"
"24","Accrington Stanley","€2.50m",26,"2013-11-15"
