"","Team","Value","Squad size","Date"
"1","Salford City","-",NA,"2011-10-01"
"2","Southend United","€4.58m",26,"2011-10-01"
"3","Bolton Wanderers","€98.10m",29,"2011-10-01"
"4","Oldham Athletic","€4.75m",27,"2011-10-01"
"5","Tranmere Rovers","€2.90m",22,"2011-10-01"
"6","Morecambe FC","€3.23m",26,"2011-10-01"
"7","Grimsby Town","€1.93m",25,"2011-10-01"
"8","Colchester United","€5.93m",24,"2011-10-01"
"9","Leyton Orient","€5.93m",25,"2011-10-01"
"10","Mansfield Town","€2.35m",24,"2011-10-01"
"11","Bradford City","€6.90m",38,"2011-10-01"
"12","Scunthorpe United","€4.83m",28,"2011-10-01"
"13","Barrow AFC","€650Th.",23,"2011-10-01"
"14","Port Vale FC","€3.78m",27,"2011-10-01"
"15","Cheltenham Town","€2.75m",23,"2011-10-01"
"16","Exeter City","€4.93m",30,"2011-10-01"
"17","Carlisle United","€6.00m",24,"2011-10-01"
"18","Crawley Town","€2.30m",24,"2011-10-01"
"19","Newport County","€1.18m",27,"2011-10-01"
"20","Cambridge United","€750Th.",28,"2011-10-01"
"21","Walsall FC","€4.65m",23,"2011-10-01"
"22","Forest Green Rovers","€1.25m",21,"2011-10-01"
"23","Stevenage FC","€3.38m",25,"2011-10-01"
"24","Harrogate Town","€825Th.",19,"2011-10-01"
