"","Team","Value","Squad size","Date"
"1","Hull City","€29.50m",27,"2011-06-01"
"2","Ipswich Town","€23.90m",27,"2011-06-01"
"3","Blackpool FC","€40.58m",32,"2011-06-01"
"4","Sunderland AFC","€103.38m",27,"2011-06-01"
"5","Shrewsbury Town","€3.93m",25,"2011-06-01"
"6","Charlton Athletic","€10.93m",26,"2011-06-01"
"7","Fleetwood Town","€1.20m",29,"2011-06-01"
"8","Milton Keynes Dons","€4.68m",19,"2011-06-01"
"9","Oxford United","€2.98m",21,"2011-06-01"
"10","Wigan Athletic","€68.55m",24,"2011-06-01"
"11","Swindon Town","€5.08m",25,"2011-06-01"
"12","Doncaster Rovers","€11.98m",26,"2011-06-01"
"13","Portsmouth FC","€23.00m",16,"2011-06-01"
"14","Burton Albion","€3.28m",24,"2011-06-01"
"15","Gillingham FC","€4.65m",28,"2011-06-01"
"16","Bristol Rovers","€8.10m",32,"2011-06-01"
"17","Plymouth Argyle","€10.50m",25,"2011-06-01"
"18","Northampton Town","€3.50m",30,"2011-06-01"
"19","Lincoln City","€2.50m",21,"2011-06-01"
"20","Peterborough United","€8.13m",29,"2011-06-01"
"21","Rochdale AFC","€3.40m",23,"2011-06-01"
"22","Crewe Alexandra","€2.00m",25,"2011-06-01"
"23","AFC Wimbledon","€475Th.",27,"2011-06-01"
"24","Accrington Stanley","€1.83m",26,"2011-06-01"
