"Team","Value","Squad size","Date"
"Salford City","£1.08m",27,"2016-02-01"
"Bolton Wanderers","£14.40m",27,"2016-02-01"
"Oldham Athletic","£5.06m",31,"2016-02-01"
"Barrow AFC","£990Th.",23,"2016-02-01"
"Morecambe FC","£1.60m",24,"2016-02-01"
"Mansfield Town","£3.02m",24,"2016-02-01"
"Tranmere Rovers","£1.71m",25,"2016-02-01"
"Grimsby Town","£1.44m",23,"2016-02-01"
"Leyton Orient","£5.33m",28,"2016-02-01"
"Colchester United","£5.31m",29,"2016-02-01"
"Scunthorpe United","£4.21m",25,"2016-02-01"
"Bradford City","£6.17m",26,"2016-02-01"
"Port Vale FC","£3.38m",26,"2016-02-01"
"Crawley Town","£2.50m",20,"2016-02-01"
"Exeter City","£4.50m",31,"2016-02-01"
"Newport County","£1.46m",25,"2016-02-01"
"Southend United","£5.40m",28,"2016-02-01"
"Cheltenham Town","£1.17m",28,"2016-02-01"
"Cambridge United","£2.68m",26,"2016-02-01"
"Carlisle United","£1.94m",24,"2016-02-01"
"Stevenage FC","£1.76m",29,"2016-02-01"
"Forest Green Rovers","£1.78m",22,"2016-02-01"
"Walsall FC","£3.60m",23,"2016-02-01"
"Harrogate Town","£2.86m",46,"2016-02-01"
