"Team","Value","Squad size","Date"
"Salford City","£6.23m",25,"2021-01-01"
"Bolton Wanderers","£3.17m",31,"2021-01-01"
"Oldham Athletic","£3.17m",28,"2021-01-01"
"Barrow AFC","£2.18m",27,"2021-01-01"
"Morecambe FC","£2.70m",23,"2021-01-01"
"Mansfield Town","£2.43m",24,"2021-01-01"
"Tranmere Rovers","£2.95m",28,"2021-01-01"
"Grimsby Town","£2.68m",32,"2021-01-01"
"Leyton Orient","£2.43m",25,"2021-01-01"
"Colchester United","£2.66m",24,"2021-01-01"
"Scunthorpe United","£2.25m",36,"2021-01-01"
"Bradford City","£2.36m",26,"2021-01-01"
"Port Vale FC","£2.18m",25,"2021-01-01"
"Crawley Town","£1.87m",30,"2021-01-01"
"Exeter City","£2.00m",32,"2021-01-01"
"Newport County","£1.73m",24,"2021-01-01"
"Southend United","£3.60m",28,"2021-01-01"
"Cheltenham Town","£2.09m",26,"2021-01-01"
"Cambridge United","£1.33m",24,"2021-01-01"
"Carlisle United","£1.87m",30,"2021-01-01"
"Stevenage FC","£1.31m",26,"2021-01-01"
"Forest Green Rovers","£1.44m",26,"2021-01-01"
"Walsall FC","£1.49m",28,"2021-01-01"
"Harrogate Town","£765Th.",23,"2021-01-01"
