"","Team","Value","Squad size","Date"
"1","Liverpool FC","€367.25m",29,"2015-08-15"
"2","Manchester City","€418.35m",25,"2015-08-15"
"3","Chelsea FC","€536.25m",25,"2015-08-15"
"4","Manchester United","€395.75m",29,"2015-08-15"
"5","Tottenham Hotspur","€277.00m",25,"2015-08-15"
"6","Arsenal FC","€404.00m",25,"2015-08-15"
"7","Everton FC","€178.83m",24,"2015-08-15"
"8","Leicester City","€81.30m",23,"2015-08-15"
"9","Wolverhampton Wanderers","€22.45m",29,"2015-08-15"
"10","Aston Villa","€103.05m",30,"2015-08-15"
"11","West Ham United","€144.50m",27,"2015-08-15"
"12","Newcastle United","€157.50m",30,"2015-08-15"
"13","Southampton FC","€182.25m",27,"2015-08-15"
"14","Brighton & Hove Albion","€24.45m",25,"2015-08-15"
"15","Fulham FC","€29.90m",30,"2015-08-15"
"16","Crystal Palace","€122.50m",31,"2015-08-15"
"17","Leeds United","€19.95m",21,"2015-08-15"
"18","Sheffield United","€11.60m",30,"2015-08-15"
"19","Burnley FC","€40.15m",29,"2015-08-15"
"20","West Bromwich Albion","€96.10m",25,"2015-08-15"
