"","Team","Value","Squad size","Date"
"1","Salford City","-",0,"2012-03-15"
"2","Southend United","€5.05m",31,"2012-03-15"
"3","Bolton Wanderers","€78.50m",26,"2012-03-15"
"4","Oldham Athletic","€4.45m",27,"2012-03-15"
"5","Tranmere Rovers","€2.95m",25,"2012-03-15"
"6","Morecambe FC","€3.28m",29,"2012-03-15"
"7","Grimsby Town","€1.48m",24,"2012-03-15"
"8","Colchester United","€7.73m",24,"2012-03-15"
"9","Leyton Orient","€7.08m",27,"2012-03-15"
"10","Mansfield Town","€2.08m",24,"2012-03-15"
"11","Bradford City","€5.95m",30,"2012-03-15"
"12","Scunthorpe United","€5.95m",26,"2012-03-15"
"13","Barrow AFC","€800Th.",25,"2012-03-15"
"14","Port Vale FC","€2.65m",26,"2012-03-15"
"15","Cheltenham Town","€2.95m",23,"2012-03-15"
"16","Exeter City","€5.03m",28,"2012-03-15"
"17","Carlisle United","€6.58m",24,"2012-03-15"
"18","Crawley Town","€4.58m",28,"2012-03-15"
"19","Newport County","€450Th.",25,"2012-03-15"
"20","Cambridge United","€350Th.",23,"2012-03-15"
"21","Walsall FC","€4.40m",23,"2012-03-15"
"22","Forest Green Rovers","€2.23m",27,"2012-03-15"
"23","Stevenage FC","€4.50m",24,"2012-03-15"
"24","Harrogate Town","€825Th.",22,"2012-03-15"
