"Team","Value","Squad size","Date"
"AFC Bournemouth","£22.21m",30,"2015-04-01"
"Norwich City","£52.29m",28,"2015-04-01"
"Watford FC","£32.94m",30,"2015-04-01"
"Brentford FC","£16.25m",27,"2015-04-01"
"Stoke City","£91.35m",25,"2015-04-01"
"Bristol City","£6.35m",18,"2015-04-01"
"Nottingham Forest","£36.00m",26,"2015-04-01"
"Swansea City","£91.35m",22,"2015-04-01"
"Blackburn Rovers","£35.10m",29,"2015-04-01"
"Reading FC","£28.58m",29,"2015-04-01"
"Cardiff City","£32.58m",28,"2015-04-01"
"Middlesbrough FC","£35.84m",28,"2015-04-01"
"Huddersfield Town","£12.24m",26,"2015-04-01"
"Birmingham City","£14.87m",28,"2015-04-01"
"Derby County","£35.91m",29,"2015-04-01"
"Millwall FC","£11.97m",28,"2015-04-01"
"Preston North End","£6.30m",28,"2015-04-01"
"Sheffield Wednesday","£15.39m",28,"2015-04-01"
"Queens Park Rangers","£81.90m",26,"2015-04-01"
"Barnsley FC","£5.20m",32,"2015-04-01"
"Luton Town","£2.32m",34,"2015-04-01"
"Coventry City","£4.97m",26,"2015-04-01"
"Rotherham United","£12.47m",24,"2015-04-01"
"Wycombe Wanderers","£2.21m",23,"2015-04-01"
