"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€5.83m",29,"2013-05-15"
"2","Norwich City","€64.25m",24,"2013-05-15"
"3","Watford FC","€27.75m",31,"2013-05-15"
"4","Brentford FC","€6.70m",28,"2013-05-15"
"5","Cardiff City","€32.90m",28,"2013-05-15"
"6","Bristol City","€16.50m",24,"2013-05-15"
"7","Swansea City","€87.25m",23,"2013-05-15"
"8","Reading FC","€45.50m",30,"2013-05-15"
"9","Stoke City","€95.25m",24,"2013-05-15"
"10","Blackburn Rovers","€50.05m",32,"2013-05-15"
"11","Nottingham Forest","€24.95m",25,"2013-05-15"
"12","Middlesbrough FC","€33.45m",31,"2013-05-15"
"13","Derby County","€15.00m",27,"2013-05-15"
"14","Huddersfield Town","€14.75m",27,"2013-05-15"
"15","Birmingham City","€25.30m",25,"2013-05-15"
"16","Millwall FC","€14.00m",31,"2013-05-15"
"17","Sheffield Wednesday","€14.25m",26,"2013-05-15"
"18","Preston North End","€4.83m",23,"2013-05-15"
"19","Queens Park Rangers","€110.00m",28,"2013-05-15"
"20","Barnsley FC","€8.80m",31,"2013-05-15"
"21","Luton Town","€2.10m",29,"2013-05-15"
"22","Coventry City","€8.90m",29,"2013-05-15"
"23","Rotherham United","€6.15m",22,"2013-05-15"
"24","Wycombe Wanderers","€3.55m",31,"2013-05-15"
