"Team","Value","Squad size","Date"
"Ipswich Town","£21.20m",33,"2019-02-01"
"Hull City","£40.46m",26,"2019-02-01"
"Sunderland AFC","£21.60m",27,"2019-02-01"
"Blackpool FC","£4.68m",30,"2019-02-01"
"Charlton Athletic","£9.72m",25,"2019-02-01"
"Milton Keynes Dons","£6.48m",30,"2019-02-01"
"Portsmouth FC","£4.93m",28,"2019-02-01"
"Fleetwood Town","£6.21m",22,"2019-02-01"
"Shrewsbury Town","£3.98m",30,"2019-02-01"
"Swindon Town","£3.49m",33,"2019-02-01"
"Oxford United","£7.38m",25,"2019-02-01"
"Wigan Athletic","£22.23m",30,"2019-02-01"
"Lincoln City","£4.93m",26,"2019-02-01"
"Doncaster Rovers","£2.70m",27,"2019-02-01"
"Gillingham FC","£4.03m",29,"2019-02-01"
"Bristol Rovers","£3.35m",25,"2019-02-01"
"Plymouth Argyle","£4.50m",31,"2019-02-01"
"Burton Albion","£5.54m",26,"2019-02-01"
"Crewe Alexandra","£2.12m",29,"2019-02-01"
"Northampton Town","£3.53m",26,"2019-02-01"
"Peterborough United","£7.07m",28,"2019-02-01"
"Rochdale AFC","£5.06m",26,"2019-02-01"
"AFC Wimbledon","£2.97m",28,"2019-02-01"
"Accrington Stanley","£2.54m",27,"2019-02-01"
