"Team","Value","Squad size","Date"
"Hull City","£101.57m",29,"2017-05-01"
"Ipswich Town","£20.66m",32,"2017-05-01"
"Blackpool FC","£3.83m",28,"2017-05-01"
"Sunderland AFC","£91.80m",28,"2017-05-01"
"Charlton Athletic","£10.22m",26,"2017-05-01"
"Shrewsbury Town","£3.67m",27,"2017-05-01"
"Fleetwood Town","£4.86m",30,"2017-05-01"
"Milton Keynes Dons","£6.05m",26,"2017-05-01"
"Oxford United","£5.94m",24,"2017-05-01"
"Wigan Athletic","£17.46m",33,"2017-05-01"
"Swindon Town","£5.13m",26,"2017-05-01"
"Doncaster Rovers","£2.84m",24,"2017-05-01"
"Portsmouth FC","£3.78m",27,"2017-05-01"
"Burton Albion","£11.39m",26,"2017-05-01"
"Gillingham FC","£4.75m",28,"2017-05-01"
"Bristol Rovers","£3.22m",29,"2017-05-01"
"Northampton Town","£5.47m",26,"2017-05-01"
"Plymouth Argyle","£3.56m",25,"2017-05-01"
"Lincoln City","£1.06m",28,"2017-05-01"
"Peterborough United","£4.16m",22,"2017-05-01"
"Rochdale AFC","£3.83m",28,"2017-05-01"
"Crewe Alexandra","£2.27m",22,"2017-05-01"
"AFC Wimbledon","£3.49m",26,"2017-05-01"
"Accrington Stanley","£1.94m",26,"2017-05-01"
