"Team","Value","Squad size","Date"
"Liverpool FC","£751.50m",32,"2018-07-01"
"Manchester City","£915.62m",35,"2018-07-01"
"Chelsea FC","£794.48m",39,"2018-07-01"
"Manchester United","£767.25m",32,"2018-07-01"
"Tottenham Hotspur","£737.55m",28,"2018-07-01"
"Arsenal FC","£481.91m",30,"2018-07-01"
"Everton FC","£320.85m",34,"2018-07-01"
"Leicester City","£304.65m",30,"2018-07-01"
"Wolverhampton Wanderers","£115.02m",35,"2018-07-01"
"Aston Villa","£70.47m",28,"2018-07-01"
"West Ham United","£207.45m",26,"2018-07-01"
"Newcastle United","£165.33m",30,"2018-07-01"
"Southampton FC","£221.85m",28,"2018-07-01"
"Brighton & Hove Albion","£124.29m",27,"2018-07-01"
"Fulham FC","£72.23m",19,"2018-07-01"
"Crystal Palace","£158.69m",24,"2018-07-01"
"Leeds United","£55.40m",32,"2018-07-01"
"Sheffield United","£16.83m",26,"2018-07-01"
"Burnley FC","£141.08m",24,"2018-07-01"
"West Bromwich Albion","£93.60m",17,"2018-07-01"
