"","Team","Value","Squad size","Date"
"1","Salford City","€800Th.",20,"2017-05-01"
"2","Southend United","€5.20m",26,"2017-05-01"
"3","Bolton Wanderers","€13.95m",26,"2017-05-01"
"4","Oldham Athletic","€4.33m",27,"2017-05-01"
"5","Tranmere Rovers","€1.85m",30,"2017-05-01"
"6","Morecambe FC","€2.05m",19,"2017-05-01"
"7","Grimsby Town","€2.68m",29,"2017-05-01"
"8","Colchester United","€3.98m",28,"2017-05-01"
"9","Leyton Orient","€4.58m",28,"2017-05-01"
"10","Mansfield Town","€3.60m",28,"2017-05-01"
"11","Bradford City","€5.28m",27,"2017-05-01"
"12","Scunthorpe United","€6.00m",25,"2017-05-01"
"13","Barrow AFC","€725Th.",25,"2017-05-01"
"14","Port Vale FC","€5.00m",34,"2017-05-01"
"15","Cheltenham Town","€1.88m",24,"2017-05-01"
"16","Exeter City","€4.08m",32,"2017-05-01"
"17","Carlisle United","€3.40m",27,"2017-05-01"
"18","Crawley Town","€3.10m",23,"2017-05-01"
"19","Newport County","€2.63m",32,"2017-05-01"
"20","Cambridge United","€3.00m",26,"2017-05-01"
"21","Walsall FC","€3.93m",25,"2017-05-01"
"22","Forest Green Rovers","€2.10m",25,"2017-05-01"
"23","Stevenage FC","€2.60m",27,"2017-05-01"
"24","Harrogate Town","€1.40m",29,"2017-05-01"
