"","Team","Value","Squad size","Date"
"1","Liverpool FC","€365.35m",31,"2016-05-15"
"2","Manchester City","€501.75m",24,"2016-05-15"
"3","Chelsea FC","€495.75m",26,"2016-05-15"
"4","Manchester United","€418.25m",30,"2016-05-15"
"5","Tottenham Hotspur","€312.50m",22,"2016-05-15"
"6","Arsenal FC","€440.00m",28,"2016-05-15"
"7","Everton FC","€234.00m",27,"2016-05-15"
"8","Leicester City","€127.00m",23,"2016-05-15"
"9","Wolverhampton Wanderers","€23.65m",27,"2016-05-15"
"10","Aston Villa","€105.25m",25,"2016-05-15"
"11","West Ham United","€172.00m",25,"2016-05-15"
"12","Newcastle United","€179.00m",29,"2016-05-15"
"13","Southampton FC","€206.75m",26,"2016-05-15"
"14","Brighton & Hove Albion","€34.75m",28,"2016-05-15"
"15","Fulham FC","€40.40m",27,"2016-05-15"
"16","Crystal Palace","€125.75m",28,"2016-05-15"
"17","Leeds United","€23.70m",23,"2016-05-15"
"18","Sheffield United","€11.53m",28,"2016-05-15"
"19","Burnley FC","€49.75m",26,"2016-05-15"
"20","West Bromwich Albion","€101.00m",23,"2016-05-15"
