"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€4.43m",32,"2011-12-01"
"2","Norwich City","€28.80m",25,"2011-12-01"
"3","Watford FC","€17.43m",27,"2011-12-01"
"4","Brentford FC","€5.48m",27,"2011-12-01"
"5","Cardiff City","€27.83m",27,"2011-12-01"
"6","Bristol City","€18.28m",26,"2011-12-01"
"7","Swansea City","€38.85m",28,"2011-12-01"
"8","Reading FC","€18.15m",28,"2011-12-01"
"9","Stoke City","€104.00m",27,"2011-12-01"
"10","Blackburn Rovers","€76.65m",27,"2011-12-01"
"11","Nottingham Forest","€29.95m",28,"2011-12-01"
"12","Middlesbrough FC","€29.63m",25,"2011-12-01"
"13","Derby County","€14.75m",30,"2011-12-01"
"14","Huddersfield Town","€9.93m",26,"2011-12-01"
"15","Birmingham City","€36.78m",25,"2011-12-01"
"16","Millwall FC","€11.33m",29,"2011-12-01"
"17","Sheffield Wednesday","€14.73m",30,"2011-12-01"
"18","Preston North End","€12.28m",32,"2011-12-01"
"19","Queens Park Rangers","€60.25m",30,"2011-12-01"
"20","Barnsley FC","€13.23m",27,"2011-12-01"
"21","Luton Town","€1.45m",30,"2011-12-01"
"22","Coventry City","€10.90m",26,"2011-12-01"
"23","Rotherham United","€4.65m",26,"2011-12-01"
"24","Wycombe Wanderers","€5.63m",29,"2011-12-01"
