"Team","Value","Squad size","Date"
"Hull City","£101.57m",29,"2017-04-01"
"Ipswich Town","£20.66m",32,"2017-04-01"
"Blackpool FC","£3.83m",28,"2017-04-01"
"Sunderland AFC","£91.80m",28,"2017-04-01"
"Charlton Athletic","£11.97m",26,"2017-04-01"
"Shrewsbury Town","£3.33m",24,"2017-04-01"
"Fleetwood Town","£3.60m",30,"2017-04-01"
"Milton Keynes Dons","£5.99m",24,"2017-04-01"
"Oxford United","£5.02m",23,"2017-04-01"
"Wigan Athletic","£17.46m",33,"2017-04-01"
"Swindon Town","£4.95m",28,"2017-04-01"
"Doncaster Rovers","£2.84m",24,"2017-04-01"
"Portsmouth FC","£3.83m",28,"2017-04-01"
"Burton Albion","£11.39m",26,"2017-04-01"
"Gillingham FC","£4.97m",29,"2017-04-01"
"Bristol Rovers","£2.90m",29,"2017-04-01"
"Northampton Town","£5.51m",26,"2017-04-01"
"Plymouth Argyle","£3.56m",25,"2017-04-01"
"Lincoln City","£1.06m",29,"2017-04-01"
"Peterborough United","£3.69m",23,"2017-04-01"
"Rochdale AFC","£3.65m",28,"2017-04-01"
"Crewe Alexandra","£2.27m",22,"2017-04-01"
"AFC Wimbledon","£3.17m",25,"2017-04-01"
"Accrington Stanley","£1.94m",26,"2017-04-01"
