"Team","Value","Squad size","Date"
"Salford City","£585Th.",25,"2017-12-15"
"Bolton Wanderers","£14.63m",26,"2017-12-15"
"Oldham Athletic","£6.84m",30,"2017-12-15"
"Barrow AFC","£1.13m",22,"2017-12-15"
"Morecambe FC","£2.25m",28,"2017-12-15"
"Mansfield Town","£3.69m",25,"2017-12-15"
"Tranmere Rovers","£1.67m",29,"2017-12-15"
"Grimsby Town","£2.50m",28,"2017-12-15"
"Leyton Orient","£2.18m",29,"2017-12-15"
"Colchester United","£3.22m",27,"2017-12-15"
"Scunthorpe United","£5.96m",27,"2017-12-15"
"Bradford City","£4.46m",31,"2017-12-15"
"Port Vale FC","£2.88m",34,"2017-12-15"
"Crawley Town","£2.59m",26,"2017-12-15"
"Exeter City","£4.14m",32,"2017-12-15"
"Newport County","£2.12m",24,"2017-12-15"
"Southend United","£5.54m",27,"2017-12-15"
"Cheltenham Town","£2.48m",26,"2017-12-15"
"Cambridge United","£2.09m",23,"2017-12-15"
"Carlisle United","£2.43m",25,"2017-12-15"
"Stevenage FC","£1.96m",28,"2017-12-15"
"Forest Green Rovers","£1.49m",27,"2017-12-15"
"Walsall FC","£2.77m",27,"2017-12-15"
"Harrogate Town","£765Th.",26,"2017-12-15"
