"Team","Value","Squad size","Date"
"AFC Bournemouth","£5.65m",29,"2013-03-15"
"Norwich City","£58.28m",25,"2013-03-15"
"Watford FC","£21.83m",27,"2013-03-15"
"Brentford FC","£5.90m",28,"2013-03-15"
"Cardiff City","£29.61m",27,"2013-03-15"
"Bristol City","£14.99m",24,"2013-03-15"
"Swansea City","£78.08m",22,"2013-03-15"
"Stoke City","£85.73m",25,"2013-03-15"
"Reading FC","£39.38m",28,"2013-03-15"
"Blackburn Rovers","£50.45m",32,"2013-03-15"
"Nottingham Forest","£24.03m",26,"2013-03-15"
"Middlesbrough FC","£31.01m",32,"2013-03-15"
"Derby County","£13.73m",28,"2013-03-15"
"Huddersfield Town","£13.10m",25,"2013-03-15"
"Birmingham City","£25.47m",26,"2013-03-15"
"Millwall FC","£10.31m",24,"2013-03-15"
"Sheffield Wednesday","£12.60m",25,"2013-03-15"
"Preston North End","£4.34m",23,"2013-03-15"
"Queens Park Rangers","£98.55m",28,"2013-03-15"
"Barnsley FC","£7.83m",29,"2013-03-15"
"Luton Town","£1.89m",32,"2013-03-15"
"Coventry City","£8.10m",27,"2013-03-15"
"Rotherham United","£5.49m",21,"2013-03-15"
"Wycombe Wanderers","£3.13m",30,"2013-03-15"
