"","Team","Value","Squad size","Date"
"1","Hull City","€98.85m",28,"2017-01-15"
"2","Ipswich Town","€18.50m",24,"2017-01-15"
"3","Blackpool FC","€3.28m",24,"2017-01-15"
"4","Sunderland AFC","€99.75m",26,"2017-01-15"
"5","Shrewsbury Town","€3.85m",24,"2017-01-15"
"6","Charlton Athletic","€15.05m",30,"2017-01-15"
"7","Fleetwood Town","€5.15m",33,"2017-01-15"
"8","Milton Keynes Dons","€5.25m",23,"2017-01-15"
"9","Oxford United","€4.50m",26,"2017-01-15"
"10","Wigan Athletic","€18.23m",27,"2017-01-15"
"11","Swindon Town","€5.10m",28,"2017-01-15"
"12","Doncaster Rovers","€3.25m",25,"2017-01-15"
"13","Portsmouth FC","€3.93m",27,"2017-01-15"
"14","Burton Albion","€9.95m",25,"2017-01-15"
"15","Gillingham FC","€5.13m",26,"2017-01-15"
"16","Bristol Rovers","€3.38m",30,"2017-01-15"
"17","Plymouth Argyle","€4.15m",26,"2017-01-15"
"18","Northampton Town","€5.65m",24,"2017-01-15"
"19","Lincoln City","€1.05m",26,"2017-01-15"
"20","Peterborough United","€4.15m",25,"2017-01-15"
"21","Rochdale AFC","€4.08m",27,"2017-01-15"
"22","Crewe Alexandra","€2.48m",21,"2017-01-15"
"23","AFC Wimbledon","€3.25m",22,"2017-01-15"
"24","Accrington Stanley","€2.70m",26,"2017-01-15"
