"Team","Value","Squad size","Date"
"Hull City","£32.76m",27,"2013-07-01"
"Ipswich Town","£10.46m",19,"2013-07-01"
"Blackpool FC","£18.54m",22,"2013-07-01"
"Sunderland AFC","£100.80m",23,"2013-07-01"
"Charlton Athletic","£8.87m",24,"2013-07-01"
"Shrewsbury Town","£2.57m",19,"2013-07-01"
"Fleetwood Town","£2.77m",26,"2013-07-01"
"Milton Keynes Dons","£4.64m",18,"2013-07-01"
"Oxford United","£2.00m",20,"2013-07-01"
"Wigan Athletic","£44.78m",18,"2013-07-01"
"Swindon Town","£2.63m",21,"2013-07-01"
"Doncaster Rovers","£5.18m",20,"2013-07-01"
"Portsmouth FC","£3.08m",26,"2013-07-01"
"Burton Albion","£2.42m",20,"2013-07-01"
"Gillingham FC","£1.94m",23,"2013-07-01"
"Bristol Rovers","£2.23m",23,"2013-07-01"
"Northampton Town","£2.21m",16,"2013-07-01"
"Plymouth Argyle","£2.03m",20,"2013-07-01"
"Lincoln City","£473Th.",19,"2013-07-01"
"Peterborough United","£7.99m",27,"2013-07-01"
"Rochdale AFC","£1.49m",21,"2013-07-01"
"Crewe Alexandra","£2.34m",24,"2013-07-01"
"AFC Wimbledon","£1.71m",21,"2013-07-01"
"Accrington Stanley","£2.50m",19,"2013-07-01"
