"Team","Value","Squad size","Date"
"Salford City","£45Th.",3,"2013-08-01"
"Southend United","£2.66m",20,"2013-08-01"
"Bolton Wanderers","£36.00m",25,"2013-08-01"
"Oldham Athletic","£3.47m",23,"2013-08-01"
"Tranmere Rovers","£2.36m",19,"2013-08-01"
"Morecambe FC","£1.69m",21,"2013-08-01"
"Grimsby Town","£720Th.",17,"2013-08-01"
"Colchester United","£3.71m",23,"2013-08-01"
"Leyton Orient","£3.26m",17,"2013-08-01"
"Mansfield Town","£990Th.",26,"2013-08-01"
"Bradford City","£5.24m",19,"2013-08-01"
"Scunthorpe United","£3.24m",23,"2013-08-01"
"Barrow AFC","£495Th.",17,"2013-08-01"
"Port Vale FC","£3.35m",23,"2013-08-01"
"Cheltenham Town","£1.76m",19,"2013-08-01"
"Exeter City","£3.11m",22,"2013-08-01"
"Carlisle United","£2.59m",21,"2013-08-01"
"Crawley Town","£2.27m",21,"2013-08-01"
"Newport County","£1.01m",21,"2013-08-01"
"Cambridge United","£270Th.",21,"2013-08-01"
"Walsall FC","£2.39m",25,"2013-08-01"
"Forest Green Rovers","£1.13m",25,"2013-08-01"
"Stevenage FC","£4.01m",24,"2013-08-01"
"Harrogate Town","£1.24m",34,"2013-08-01"
