"","Team","Value","Squad size","Date"
"1","Salford City","€1.20m",26,"2016-06-15"
"2","Southend United","€4.33m",25,"2016-06-15"
"3","Bolton Wanderers","€12.93m",32,"2016-06-15"
"4","Oldham Athletic","€4.13m",25,"2016-06-15"
"5","Tranmere Rovers","€2.15m",28,"2016-06-15"
"6","Morecambe FC","€1.78m",24,"2016-06-15"
"7","Grimsby Town","€1.63m",23,"2016-06-15"
"8","Colchester United","€4.08m",25,"2016-06-15"
"9","Leyton Orient","€6.35m",27,"2016-06-15"
"10","Mansfield Town","€2.20m",23,"2016-06-15"
"11","Bradford City","€4.95m",23,"2016-06-15"
"12","Scunthorpe United","€4.40m",23,"2016-06-15"
"13","Barrow AFC","€1.03m",21,"2016-06-15"
"14","Port Vale FC","€3.60m",28,"2016-06-15"
"15","Cheltenham Town","€1.30m",26,"2016-06-15"
"16","Exeter City","€4.70m",29,"2016-06-15"
"17","Carlisle United","€2.15m",21,"2016-06-15"
"18","Crawley Town","€2.43m",17,"2016-06-15"
"19","Newport County","€1.00m",20,"2016-06-15"
"20","Cambridge United","€2.48m",23,"2016-06-15"
"21","Walsall FC","€4.73m",23,"2016-06-15"
"22","Forest Green Rovers","€1.90m",23,"2016-06-15"
"23","Stevenage FC","€1.85m",26,"2016-06-15"
"24","Harrogate Town","€3.08m",47,"2016-06-15"
