"","Team","Value","Squad size","Date"
"1","Hull City","€24.70m",25,"2011-05-01"
"2","Ipswich Town","€26.45m",28,"2011-05-01"
"3","Blackpool FC","€45.20m",30,"2011-05-01"
"4","Sunderland AFC","€118.80m",24,"2011-05-01"
"5","Shrewsbury Town","€4.10m",26,"2011-05-01"
"6","Charlton Athletic","€11.98m",29,"2011-05-01"
"7","Fleetwood Town","€1.15m",28,"2011-05-01"
"8","Milton Keynes Dons","€4.70m",20,"2011-05-01"
"9","Oxford United","€3.68m",23,"2011-05-01"
"10","Wigan Athletic","€71.00m",24,"2011-05-01"
"11","Swindon Town","€5.63m",25,"2011-05-01"
"12","Doncaster Rovers","€14.23m",30,"2011-05-01"
"13","Portsmouth FC","€29.30m",22,"2011-05-01"
"14","Burton Albion","€3.65m",27,"2011-05-01"
"15","Gillingham FC","€4.90m",29,"2011-05-01"
"16","Bristol Rovers","€8.13m",33,"2011-05-01"
"17","Plymouth Argyle","€10.40m",25,"2011-05-01"
"18","Northampton Town","€4.55m",33,"2011-05-01"
"19","Lincoln City","€3.33m",27,"2011-05-01"
"20","Peterborough United","€7.68m",28,"2011-05-01"
"21","Rochdale AFC","€4.43m",26,"2011-05-01"
"22","Crewe Alexandra","€1.85m",27,"2011-05-01"
"23","AFC Wimbledon","€475Th.",30,"2011-05-01"
"24","Accrington Stanley","€1.88m",27,"2011-05-01"
