"Team","Value","Squad size","Date"
"Liverpool FC","£211.68m",25,"2012-05-01"
"Manchester City","£420.30m",24,"2012-05-01"
"Chelsea FC","£342.90m",25,"2012-05-01"
"Manchester United","£376.65m",28,"2012-05-01"
"Tottenham Hotspur","£242.33m",26,"2012-05-01"
"Arsenal FC","£269.33m",26,"2012-05-01"
"Everton FC","£132.30m",24,"2012-05-01"
"Leicester City","£31.82m",30,"2012-05-01"
"Wolverhampton Wanderers","£71.93m",24,"2012-05-01"
"Aston Villa","£112.28m",25,"2012-05-01"
"West Ham United","£56.48m",28,"2012-05-01"
"Newcastle United","£120.38m",27,"2012-05-01"
"Brighton & Hove Albion","£16.09m",33,"2012-05-01"
"Southampton FC","£24.84m",26,"2012-05-01"
"Crystal Palace","£18.72m",29,"2012-05-01"
"Fulham FC","£92.70m",31,"2012-05-01"
"Leeds United","£15.39m",23,"2012-05-01"
"Sheffield United","£12.69m",28,"2012-05-01"
"Burnley FC","£16.76m",24,"2012-05-01"
"West Bromwich Albion","£64.58m",24,"2012-05-01"
