"","Team","Value","Squad size","Date"
"1","Hull City","€61.65m",25,"2014-04-15"
"2","Ipswich Town","€14.83m",24,"2014-04-15"
"3","Blackpool FC","€17.48m",27,"2014-04-15"
"4","Sunderland AFC","€102.00m",26,"2014-04-15"
"5","Shrewsbury Town","€4.10m",27,"2014-04-15"
"6","Charlton Athletic","€15.85m",30,"2014-04-15"
"7","Fleetwood Town","€4.03m",29,"2014-04-15"
"8","Milton Keynes Dons","€5.63m",23,"2014-04-15"
"9","Oxford United","€2.78m",28,"2014-04-15"
"10","Wigan Athletic","€57.95m",31,"2014-04-15"
"11","Swindon Town","€4.90m",34,"2014-04-15"
"12","Doncaster Rovers","€10.50m",24,"2014-04-15"
"13","Portsmouth FC","€5.60m",31,"2014-04-15"
"14","Burton Albion","€2.94m",24,"2014-04-15"
"15","Gillingham FC","€4.15m",30,"2014-04-15"
"16","Bristol Rovers","€2.93m",26,"2014-04-15"
"17","Plymouth Argyle","€3.08m",25,"2014-04-15"
"18","Northampton Town","€4.58m",31,"2014-04-15"
"19","Lincoln City","€725Th.",23,"2014-04-15"
"20","Peterborough United","€6.60m",24,"2014-04-15"
"21","Rochdale AFC","€2.43m",28,"2014-04-15"
"22","Crewe Alexandra","€2.13m",24,"2014-04-15"
"23","AFC Wimbledon","€2.25m",26,"2014-04-15"
"24","Accrington Stanley","€2.20m",25,"2014-04-15"
