"","Team","Value","Squad size","Date"
"1","Salford City","€725Th.",20,"2016-12-15"
"2","Southend United","€4.80m",25,"2016-12-15"
"3","Bolton Wanderers","€15.68m",24,"2016-12-15"
"4","Oldham Athletic","€4.43m",24,"2016-12-15"
"5","Tranmere Rovers","€1.45m",25,"2016-12-15"
"6","Morecambe FC","€2.30m",21,"2016-12-15"
"7","Grimsby Town","€2.73m",27,"2016-12-15"
"8","Colchester United","€3.23m",27,"2016-12-15"
"9","Leyton Orient","€5.73m",25,"2016-12-15"
"10","Mansfield Town","€2.80m",23,"2016-12-15"
"11","Bradford City","€6.18m",25,"2016-12-15"
"12","Scunthorpe United","€5.18m",23,"2016-12-15"
"13","Barrow AFC","€850Th.",26,"2016-12-15"
"14","Port Vale FC","€5.43m",31,"2016-12-15"
"15","Cheltenham Town","€1.50m",23,"2016-12-15"
"16","Exeter City","€4.13m",31,"2016-12-15"
"17","Carlisle United","€2.95m",24,"2016-12-15"
"18","Crawley Town","€3.18m",26,"2016-12-15"
"19","Newport County","€2.28m",28,"2016-12-15"
"20","Cambridge United","€3.05m",26,"2016-12-15"
"21","Walsall FC","€3.63m",26,"2016-12-15"
"22","Forest Green Rovers","€1.48m",21,"2016-12-15"
"23","Stevenage FC","€2.60m",27,"2016-12-15"
"24","Harrogate Town","€2.90m",45,"2016-12-15"
