"Team","Value","Squad size","Date"
"Liverpool FC","£256.95m",23,"2013-11-01"
"Manchester City","£425.48m",24,"2013-11-01"
"Chelsea FC","£412.88m",25,"2013-11-01"
"Manchester United","£364.95m",28,"2013-11-01"
"Tottenham Hotspur","£281.70m",24,"2013-11-01"
"Arsenal FC","£319.95m",28,"2013-11-01"
"Everton FC","£151.20m",25,"2013-11-01"
"Leicester City","£24.62m",27,"2013-11-01"
"Wolverhampton Wanderers","£19.31m",25,"2013-11-01"
"Aston Villa","£93.83m",27,"2013-11-01"
"West Ham United","£86.40m",26,"2013-11-01"
"Newcastle United","£148.95m",24,"2013-11-01"
"Brighton & Hove Albion","£26.17m",30,"2013-11-01"
"Southampton FC","£100.80m",24,"2013-11-01"
"Crystal Palace","£53.33m",32,"2013-11-01"
"Fulham FC","£79.65m",25,"2013-11-01"
"Leeds United","£20.61m",28,"2013-11-01"
"Sheffield United","£8.98m",28,"2013-11-01"
"Burnley FC","£16.63m",21,"2013-11-01"
"West Bromwich Albion","£87.98m",27,"2013-11-01"
