"Team","Value","Squad size","Date"
"Liverpool FC","£965.03m",22,"2019-09-15"
"Manchester City","£1.15bn",23,"2019-09-15"
"Chelsea FC","£726.30m",25,"2019-09-15"
"Manchester United","£677.93m",25,"2019-09-15"
"Tottenham Hotspur","£885.60m",24,"2019-09-15"
"Arsenal FC","£615.38m",24,"2019-09-15"
"Everton FC","£455.40m",26,"2019-09-15"
"Leicester City","£369.23m",27,"2019-09-15"
"Wolverhampton Wanderers","£300.38m",25,"2019-09-15"
"Aston Villa","£171.90m",25,"2019-09-15"
"West Ham United","£313.88m",24,"2019-09-15"
"Newcastle United","£246.22m",28,"2019-09-15"
"Brighton & Hove Albion","£195.39m",25,"2019-09-15"
"Southampton FC","£213.30m",22,"2019-09-15"
"Crystal Palace","£212.90m",24,"2019-09-15"
"Fulham FC","£122.40m",26,"2019-09-15"
"Leeds United","£81.00m",26,"2019-09-15"
"Sheffield United","£82.31m",26,"2019-09-15"
"Burnley FC","£178.88m",24,"2019-09-15"
"West Bromwich Albion","£73.22m",25,"2019-09-15"
