"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€6.90m",33,"2012-09-15"
"2","Norwich City","€65.00m",30,"2012-09-15"
"3","Watford FC","€23.30m",35,"2012-09-15"
"4","Brentford FC","€4.58m",26,"2012-09-15"
"5","Cardiff City","€31.95m",29,"2012-09-15"
"6","Bristol City","€16.55m",28,"2012-09-15"
"7","Swansea City","€72.75m",26,"2012-09-15"
"8","Reading FC","€36.75m",24,"2012-09-15"
"9","Stoke City","€97.60m",29,"2012-09-15"
"10","Blackburn Rovers","€51.05m",33,"2012-09-15"
"11","Nottingham Forest","€25.80m",25,"2012-09-15"
"12","Middlesbrough FC","€34.20m",30,"2012-09-15"
"13","Derby County","€12.48m",27,"2012-09-15"
"14","Huddersfield Town","€13.28m",25,"2012-09-15"
"15","Birmingham City","€26.75m",24,"2012-09-15"
"16","Millwall FC","€13.35m",27,"2012-09-15"
"17","Sheffield Wednesday","€20.23m",30,"2012-09-15"
"18","Preston North End","€4.73m",26,"2012-09-15"
"19","Queens Park Rangers","€108.00m",29,"2012-09-15"
"20","Barnsley FC","€9.50m",29,"2012-09-15"
"21","Luton Town","€1.60m",26,"2012-09-15"
"22","Coventry City","€10.00m",28,"2012-09-15"
"23","Rotherham United","€5.70m",22,"2012-09-15"
"24","Wycombe Wanderers","€4.53m",29,"2012-09-15"
