"Team","Value","Squad size","Date"
"AFC Bournemouth","£3.74m",29,"2011-10-01"
"Norwich City","£26.82m",27,"2011-10-01"
"Watford FC","£11.63m",25,"2011-10-01"
"Brentford FC","£5.69m",27,"2011-10-01"
"Stoke City","£93.15m",26,"2011-10-01"
"Bristol City","£15.68m",28,"2011-10-01"
"Nottingham Forest","£27.00m",28,"2011-10-01"
"Swansea City","£33.98m",28,"2011-10-01"
"Blackburn Rovers","£69.21m",27,"2011-10-01"
"Reading FC","£16.81m",31,"2011-10-01"
"Cardiff City","£25.31m",28,"2011-10-01"
"Middlesbrough FC","£26.75m",26,"2011-10-01"
"Huddersfield Town","£8.71m",26,"2011-10-01"
"Birmingham City","£33.10m",25,"2011-10-01"
"Derby County","£13.86m",28,"2011-10-01"
"Millwall FC","£11.43m",30,"2011-10-01"
"Preston North End","£9.81m",28,"2011-10-01"
"Sheffield Wednesday","£12.89m",27,"2011-10-01"
"Queens Park Rangers","£55.58m",33,"2011-10-01"
"Barnsley FC","£11.18m",27,"2011-10-01"
"Luton Town","£1.46m",29,"2011-10-01"
"Coventry City","£9.81m",25,"2011-10-01"
"Rotherham United","£3.20m",23,"2011-10-01"
"Wycombe Wanderers","£4.30m",25,"2011-10-01"
