"Team","Value","Squad size","Date"
"Salford City","£45Th.",3,"2012-11-15"
"Southend United","£4.14m",25,"2012-11-15"
"Bolton Wanderers","£52.92m",30,"2012-11-15"
"Oldham Athletic","£4.95m",27,"2012-11-15"
"Tranmere Rovers","£2.27m",27,"2012-11-15"
"Morecambe FC","£2.39m",25,"2012-11-15"
"Grimsby Town","£1.31m",19,"2012-11-15"
"Colchester United","£5.24m",29,"2012-11-15"
"Leyton Orient","£4.88m",22,"2012-11-15"
"Mansfield Town","£2.57m",29,"2012-11-15"
"Bradford City","£4.64m",24,"2012-11-15"
"Scunthorpe United","£4.46m",24,"2012-11-15"
"Barrow AFC","£743Th.",21,"2012-11-15"
"Port Vale FC","£2.09m",23,"2012-11-15"
"Cheltenham Town","£2.12m",20,"2012-11-15"
"Exeter City","£3.80m",23,"2012-11-15"
"Carlisle United","£4.14m",24,"2012-11-15"
"Crawley Town","£3.31m",27,"2012-11-15"
"Newport County","£1.26m",22,"2012-11-15"
"Cambridge United","£518Th.",25,"2012-11-15"
"Walsall FC","£3.13m",22,"2012-11-15"
"Forest Green Rovers","£1.35m",23,"2012-11-15"
"Stevenage FC","£4.86m",25,"2012-11-15"
"Harrogate Town","£1.24m",27,"2012-11-15"
