"Team","Value","Squad size","Date"
"Salford City","-",NA,"2010-12-01"
"Southend United","£4.64m",25,"2010-12-01"
"Bolton Wanderers","£74.93m",26,"2010-12-01"
"Oldham Athletic","£4.05m",28,"2010-12-01"
"Tranmere Rovers","£4.07m",30,"2010-12-01"
"Morecambe FC","£3.53m",26,"2010-12-01"
"Grimsby Town","-",NA,"2010-12-01"
"Colchester United","£6.41m",30,"2010-12-01"
"Leyton Orient","£5.74m",28,"2010-12-01"
"Mansfield Town","£1.73m",33,"2010-12-01"
"Bradford City","£4.12m",28,"2010-12-01"
"Scunthorpe United","£8.39m",28,"2010-12-01"
"Barrow AFC","£855Th.",23,"2010-12-01"
"Port Vale FC","£2.25m",23,"2010-12-01"
"Cheltenham Town","£1.51m",22,"2010-12-01"
"Exeter City","£5.09m",33,"2010-12-01"
"Carlisle United","£5.49m",28,"2010-12-01"
"Crawley Town","£1.28m",29,"2010-12-01"
"Newport County","£405Th.",17,"2010-12-01"
"Walsall FC","£6.93m",28,"2010-12-01"
"Forest Green Rovers","£1.64m",34,"2010-12-01"
"Stevenage FC","£3.76m",27,"2010-12-01"
"Cambridge United","£765Th.",26,"2010-12-01"
"Harrogate Town","£1.15m",18,"2010-12-01"
