"Team","Value","Squad size","Date"
"Hull City","£28.71m",28,"2020-03-15"
"Ipswich Town","£12.31m",27,"2020-03-15"
"Blackpool FC","£10.31m",27,"2020-03-15"
"Sunderland AFC","£15.35m",27,"2020-03-15"
"Shrewsbury Town","£7.56m",26,"2020-03-15"
"Charlton Athletic","£18.27m",27,"2020-03-15"
"Fleetwood Town","£7.72m",26,"2020-03-15"
"Milton Keynes Dons","£5.72m",29,"2020-03-15"
"Oxford United","£11.16m",24,"2020-03-15"
"Wigan Athletic","£28.17m",31,"2020-03-15"
"Swindon Town","£4.86m",30,"2020-03-15"
"Doncaster Rovers","£2.93m",29,"2020-03-15"
"Portsmouth FC","£5.49m",26,"2020-03-15"
"Burton Albion","£4.75m",28,"2020-03-15"
"Gillingham FC","£3.13m",20,"2020-03-15"
"Bristol Rovers","£4.50m",32,"2020-03-15"
"Plymouth Argyle","£2.81m",26,"2020-03-15"
"Northampton Town","£2.97m",32,"2020-03-15"
"Lincoln City","£4.84m",27,"2020-03-15"
"Peterborough United","£4.21m",26,"2020-03-15"
"Rochdale AFC","£3.89m",28,"2020-03-15"
"Crewe Alexandra","£2.12m",26,"2020-03-15"
"AFC Wimbledon","£1.98m",27,"2020-03-15"
"Accrington Stanley","£2.14m",38,"2020-03-15"
