"","Team","Value","Squad size","Date"
"1","Hull City","€17.80m",29,"2012-03-15"
"2","Ipswich Town","€17.85m",25,"2012-03-15"
"3","Blackpool FC","€22.00m",27,"2012-03-15"
"4","Sunderland AFC","€114.25m",26,"2012-03-15"
"5","Shrewsbury Town","€3.68m",22,"2012-03-15"
"6","Charlton Athletic","€9.40m",24,"2012-03-15"
"7","Fleetwood Town","€675Th.",30,"2012-03-15"
"8","Milton Keynes Dons","€7.08m",22,"2012-03-15"
"9","Oxford United","€6.53m",27,"2012-03-15"
"10","Wigan Athletic","€72.75m",25,"2012-03-15"
"11","Swindon Town","€4.38m",29,"2012-03-15"
"12","Doncaster Rovers","€16.40m",34,"2012-03-15"
"13","Portsmouth FC","€14.70m",21,"2012-03-15"
"14","Burton Albion","€3.33m",28,"2012-03-15"
"15","Gillingham FC","€3.75m",30,"2012-03-15"
"16","Bristol Rovers","€5.15m",28,"2012-03-15"
"17","Plymouth Argyle","€5.58m",30,"2012-03-15"
"18","Northampton Town","€5.93m",25,"2012-03-15"
"19","Lincoln City","€2.13m",31,"2012-03-15"
"20","Peterborough United","€7.58m",19,"2012-03-15"
"21","Rochdale AFC","€5.00m",26,"2012-03-15"
"22","Crewe Alexandra","€1.10m",28,"2012-03-15"
"23","AFC Wimbledon","€1.78m",29,"2012-03-15"
"24","Accrington Stanley","€2.18m",23,"2012-03-15"
