"","Team","Value","Squad size","Date"
"1","Hull City","€65.93m",26,"2015-11-01"
"2","Ipswich Town","€21.30m",26,"2015-11-01"
"3","Blackpool FC","€3.68m",25,"2015-11-01"
"4","Sunderland AFC","€101.75m",26,"2015-11-01"
"5","Shrewsbury Town","€5.33m",28,"2015-11-01"
"6","Charlton Athletic","€22.25m",26,"2015-11-01"
"7","Fleetwood Town","€3.78m",31,"2015-11-01"
"8","Milton Keynes Dons","€9.28m",29,"2015-11-01"
"9","Oxford United","€2.23m",25,"2015-11-01"
"10","Wigan Athletic","€11.60m",29,"2015-11-01"
"11","Swindon Town","€5.20m",30,"2015-11-01"
"12","Doncaster Rovers","€5.50m",25,"2015-11-01"
"13","Portsmouth FC","€5.18m",26,"2015-11-01"
"14","Burton Albion","€3.46m",29,"2015-11-01"
"15","Gillingham FC","€2.05m",29,"2015-11-01"
"16","Bristol Rovers","€1.45m",27,"2015-11-01"
"17","Plymouth Argyle","€2.35m",21,"2015-11-01"
"18","Northampton Town","€3.73m",24,"2015-11-01"
"19","Lincoln City","€725Th.",21,"2015-11-01"
"20","Peterborough United","€5.18m",27,"2015-11-01"
"21","Rochdale AFC","€3.53m",26,"2015-11-01"
"22","Crewe Alexandra","€2.85m",29,"2015-11-01"
"23","AFC Wimbledon","€2.30m",23,"2015-11-01"
"24","Accrington Stanley","€900Th.",27,"2015-11-01"
