"Team","Value","Squad size","Date"
"Salford City","£720Th.",20,"2017-05-15"
"Southend United","£4.68m",26,"2017-05-15"
"Bolton Wanderers","£12.56m",26,"2017-05-15"
"Oldham Athletic","£3.89m",27,"2017-05-15"
"Tranmere Rovers","£1.67m",30,"2017-05-15"
"Morecambe FC","£1.85m",19,"2017-05-15"
"Grimsby Town","£2.41m",29,"2017-05-15"
"Colchester United","£3.58m",28,"2017-05-15"
"Leyton Orient","£4.12m",29,"2017-05-15"
"Mansfield Town","£3.24m",28,"2017-05-15"
"Bradford City","£4.75m",27,"2017-05-15"
"Scunthorpe United","£5.40m",27,"2017-05-15"
"Barrow AFC","£563Th.",24,"2017-05-15"
"Port Vale FC","£4.50m",34,"2017-05-15"
"Cheltenham Town","£1.58m",25,"2017-05-15"
"Exeter City","£3.67m",32,"2017-05-15"
"Carlisle United","£3.06m",27,"2017-05-15"
"Crawley Town","£2.79m",23,"2017-05-15"
"Newport County","£2.27m",30,"2017-05-15"
"Cambridge United","£2.70m",26,"2017-05-15"
"Walsall FC","£3.53m",25,"2017-05-15"
"Forest Green Rovers","£1.89m",26,"2017-05-15"
"Stevenage FC","£2.34m",27,"2017-05-15"
"Harrogate Town","£1.26m",29,"2017-05-15"
