"Team","Value","Squad size","Date"
"Hull City","£56.72m",22,"2016-07-15"
"Ipswich Town","£15.53m",25,"2016-07-15"
"Blackpool FC","£2.84m",21,"2016-07-15"
"Sunderland AFC","£74.25m",22,"2016-07-15"
"Charlton Athletic","£12.96m",29,"2016-07-15"
"Shrewsbury Town","£3.35m",24,"2016-07-15"
"Fleetwood Town","£3.51m",31,"2016-07-15"
"Milton Keynes Dons","£4.32m",18,"2016-07-15"
"Oxford United","£3.26m",24,"2016-07-15"
"Wigan Athletic","£12.08m",30,"2016-07-15"
"Swindon Town","£1.96m",18,"2016-07-15"
"Doncaster Rovers","£3.62m",25,"2016-07-15"
"Portsmouth FC","£3.29m",27,"2016-07-15"
"Burton Albion","£4.16m",18,"2016-07-15"
"Gillingham FC","£3.40m",24,"2016-07-15"
"Bristol Rovers","£2.00m",29,"2016-07-15"
"Northampton Town","£3.85m",21,"2016-07-15"
"Plymouth Argyle","£2.79m",19,"2016-07-15"
"Lincoln City","£675Th.",20,"2016-07-15"
"Peterborough United","£4.59m",30,"2016-07-15"
"Rochdale AFC","£3.02m",23,"2016-07-15"
"Crewe Alexandra","£1.82m",21,"2016-07-15"
"AFC Wimbledon","£1.91m",22,"2016-07-15"
"Accrington Stanley","£1.13m",20,"2016-07-15"
