"Team","Value","Squad size","Date"
"Liverpool FC","£297.23m",26,"2015-10-01"
"Manchester City","£432.77m",25,"2015-10-01"
"Chelsea FC","£478.58m",24,"2015-10-01"
"Manchester United","£339.53m",26,"2015-10-01"
"Tottenham Hotspur","£254.70m",24,"2015-10-01"
"Arsenal FC","£361.80m",24,"2015-10-01"
"Everton FC","£174.65m",27,"2015-10-01"
"Leicester City","£80.82m",24,"2015-10-01"
"Wolverhampton Wanderers","£25.88m",26,"2015-10-01"
"Aston Villa","£95.00m",28,"2015-10-01"
"West Ham United","£148.50m",27,"2015-10-01"
"Newcastle United","£141.75m",28,"2015-10-01"
"Southampton FC","£167.18m",27,"2015-10-01"
"Brighton & Hove Albion","£27.00m",28,"2015-10-01"
"Fulham FC","£31.23m",30,"2015-10-01"
"Crystal Palace","£104.40m",29,"2015-10-01"
"Leeds United","£21.78m",22,"2015-10-01"
"Sheffield United","£9.99m",30,"2015-10-01"
"Burnley FC","£39.74m",27,"2015-10-01"
"West Bromwich Albion","£84.15m",24,"2015-10-01"
