"Team","Value","Squad size","Date"
"Liverpool FC","£219.60m",24,"2011-11-15"
"Manchester City","£390.15m",25,"2011-11-15"
"Chelsea FC","£378.90m",26,"2011-11-15"
"Manchester United","£364.77m",28,"2011-11-15"
"Tottenham Hotspur","£247.10m",26,"2011-11-15"
"Arsenal FC","£262.17m",30,"2011-11-15"
"Everton FC","£127.35m",23,"2011-11-15"
"Leicester City","£34.47m",25,"2011-11-15"
"Wolverhampton Wanderers","£66.15m",23,"2011-11-15"
"Aston Villa","£118.40m",24,"2011-11-15"
"West Ham United","£65.61m",26,"2011-11-15"
"Newcastle United","£92.70m",26,"2011-11-15"
"Brighton & Hove Albion","£13.75m",30,"2011-11-15"
"Southampton FC","£16.94m",30,"2011-11-15"
"Fulham FC","£97.88m",27,"2011-11-15"
"Crystal Palace","£19.17m",32,"2011-11-15"
"Leeds United","£20.61m",27,"2011-11-15"
"Sheffield United","£16.79m",30,"2011-11-15"
"Burnley FC","£21.24m",23,"2011-11-15"
"West Bromwich Albion","£66.15m",22,"2011-11-15"
