"Team","Value","Squad size","Date"
"Hull City","£74.57m",26,"2016-09-15"
"Ipswich Town","£17.42m",27,"2016-09-15"
"Blackpool FC","£3.11m",26,"2016-09-15"
"Sunderland AFC","£85.05m",26,"2016-09-15"
"Charlton Athletic","£12.06m",29,"2016-09-15"
"Shrewsbury Town","£4.93m",27,"2016-09-15"
"Fleetwood Town","£4.37m",30,"2016-09-15"
"Milton Keynes Dons","£6.03m",27,"2016-09-15"
"Oxford United","£4.10m",29,"2016-09-15"
"Wigan Athletic","£19.10m",27,"2016-09-15"
"Swindon Town","£3.76m",25,"2016-09-15"
"Doncaster Rovers","£3.40m",27,"2016-09-15"
"Portsmouth FC","£3.65m",30,"2016-09-15"
"Burton Albion","£8.10m",26,"2016-09-15"
"Gillingham FC","£5.47m",28,"2016-09-15"
"Bristol Rovers","£2.77m",31,"2016-09-15"
"Northampton Town","£5.18m",26,"2016-09-15"
"Plymouth Argyle","£3.76m",24,"2016-09-15"
"Lincoln City","£743Th.",24,"2016-09-15"
"Peterborough United","£3.58m",25,"2016-09-15"
"Rochdale AFC","£3.62m",26,"2016-09-15"
"Crewe Alexandra","£2.23m",21,"2016-09-15"
"AFC Wimbledon","£2.81m",27,"2016-09-15"
"Accrington Stanley","£2.61m",29,"2016-09-15"
