"Team","Value","Squad size","Date"
"Salford City","£720Th.",14,"2015-08-15"
"Southend United","£2.93m",22,"2015-08-15"
"Bolton Wanderers","£15.50m",28,"2015-08-15"
"Oldham Athletic","£4.37m",27,"2015-08-15"
"Tranmere Rovers","£1.17m",23,"2015-08-15"
"Morecambe FC","£1.64m",24,"2015-08-15"
"Grimsby Town","£1.37m",22,"2015-08-15"
"Colchester United","£3.31m",26,"2015-08-15"
"Leyton Orient","£3.42m",21,"2015-08-15"
"Mansfield Town","£2.52m",25,"2015-08-15"
"Bradford City","£5.81m",26,"2015-08-15"
"Scunthorpe United","£4.46m",27,"2015-08-15"
"Barrow AFC","£923Th.",18,"2015-08-15"
"Port Vale FC","£3.08m",26,"2015-08-15"
"Cheltenham Town","£563Th.",26,"2015-08-15"
"Exeter City","£3.69m",25,"2015-08-15"
"Carlisle United","£2.12m",24,"2015-08-15"
"Crawley Town","£2.95m",21,"2015-08-15"
"Newport County","£900Th.",20,"2015-08-15"
"Walsall FC","£3.17m",23,"2015-08-15"
"Forest Green Rovers","£1.40m",24,"2015-08-15"
"Stevenage FC","£1.60m",24,"2015-08-15"
"Cambridge United","£2.36m",25,"2015-08-15"
"Harrogate Town","£2.77m",45,"2015-08-15"
