"","Team","Value","Squad size","Date"
"1","Salford City","€50Th.",3,"2012-09-15"
"2","Southend United","€4.33m",24,"2012-09-15"
"3","Bolton Wanderers","€54.30m",30,"2012-09-15"
"4","Oldham Athletic","€4.40m",26,"2012-09-15"
"5","Tranmere Rovers","€2.05m",25,"2012-09-15"
"6","Morecambe FC","€2.50m",23,"2012-09-15"
"7","Grimsby Town","€1.45m",19,"2012-09-15"
"8","Colchester United","€5.23m",26,"2012-09-15"
"9","Leyton Orient","€5.75m",24,"2012-09-15"
"10","Mansfield Town","€2.55m",27,"2012-09-15"
"11","Bradford City","€4.88m",22,"2012-09-15"
"12","Scunthorpe United","€4.45m",23,"2012-09-15"
"13","Barrow AFC","€775Th.",19,"2012-09-15"
"14","Port Vale FC","€2.03m",22,"2012-09-15"
"15","Cheltenham Town","€2.35m",20,"2012-09-15"
"16","Exeter City","€4.13m",20,"2012-09-15"
"17","Carlisle United","€3.80m",23,"2012-09-15"
"18","Crawley Town","€4.03m",27,"2012-09-15"
"19","Newport County","€1.40m",21,"2012-09-15"
"20","Cambridge United","€575Th.",28,"2012-09-15"
"21","Walsall FC","€3.40m",22,"2012-09-15"
"22","Forest Green Rovers","€1.50m",24,"2012-09-15"
"23","Stevenage FC","€5.20m",26,"2012-09-15"
"24","Harrogate Town","€1.38m",26,"2012-09-15"
