"","Team","Value","Squad size","Date"
"1","Hull City","€72.30m",32,"2018-02-01"
"2","Ipswich Town","€21.15m",29,"2018-02-01"
"3","Blackpool FC","€4.48m",28,"2018-02-01"
"4","Sunderland AFC","€48.75m",26,"2018-02-01"
"5","Shrewsbury Town","€3.43m",26,"2018-02-01"
"6","Charlton Athletic","€9.25m",25,"2018-02-01"
"7","Fleetwood Town","€5.08m",29,"2018-02-01"
"8","Milton Keynes Dons","€8.10m",28,"2018-02-01"
"9","Oxford United","€8.18m",32,"2018-02-01"
"10","Wigan Athletic","€12.70m",32,"2018-02-01"
"11","Swindon Town","€3.35m",30,"2018-02-01"
"12","Doncaster Rovers","€3.73m",30,"2018-02-01"
"13","Portsmouth FC","€5.13m",25,"2018-02-01"
"14","Burton Albion","€9.75m",24,"2018-02-01"
"15","Gillingham FC","€3.90m",29,"2018-02-01"
"16","Bristol Rovers","€2.95m",23,"2018-02-01"
"17","Plymouth Argyle","€4.45m",28,"2018-02-01"
"18","Northampton Town","€8.53m",33,"2018-02-01"
"19","Lincoln City","€3.03m",25,"2018-02-01"
"20","Peterborough United","€4.65m",28,"2018-02-01"
"21","Rochdale AFC","€4.65m",29,"2018-02-01"
"22","Crewe Alexandra","€2.45m",30,"2018-02-01"
"23","AFC Wimbledon","€4.20m",29,"2018-02-01"
"24","Accrington Stanley","€1.93m",23,"2018-02-01"
