"Team","Value","Squad size","Date"
"Salford City","£473Th.",10,"2014-12-01"
"Southend United","£2.86m",25,"2014-12-01"
"Bolton Wanderers","£26.06m",28,"2014-12-01"
"Oldham Athletic","£4.91m",27,"2014-12-01"
"Tranmere Rovers","£2.72m",26,"2014-12-01"
"Morecambe FC","£2.05m",25,"2014-12-01"
"Grimsby Town","£788Th.",23,"2014-12-01"
"Colchester United","£2.95m",28,"2014-12-01"
"Leyton Orient","£7.83m",26,"2014-12-01"
"Mansfield Town","£1.96m",26,"2014-12-01"
"Bradford City","£4.91m",23,"2014-12-01"
"Scunthorpe United","£4.91m",30,"2014-12-01"
"Barrow AFC","£923Th.",26,"2014-12-01"
"Port Vale FC","£3.49m",25,"2014-12-01"
"Cheltenham Town","£2.09m",25,"2014-12-01"
"Exeter City","£2.48m",24,"2014-12-01"
"Carlisle United","£3.56m",25,"2014-12-01"
"Crawley Town","£3.44m",23,"2014-12-01"
"Newport County","£1.51m",25,"2014-12-01"
"Cambridge United","£2.03m",27,"2014-12-01"
"Walsall FC","£2.90m",26,"2014-12-01"
"Forest Green Rovers","£2.00m",23,"2014-12-01"
"Stevenage FC","£2.03m",27,"2014-12-01"
"Harrogate Town","£2.14m",38,"2014-12-01"
