"Team","Value","Squad size","Date"
"Liverpool FC","£253.62m",22,"2014-02-01"
"Manchester City","£405.90m",24,"2014-02-01"
"Chelsea FC","£347.63m",23,"2014-02-01"
"Manchester United","£338.85m",26,"2014-02-01"
"Tottenham Hotspur","£248.85m",24,"2014-02-01"
"Arsenal FC","£334.80m",30,"2014-02-01"
"Everton FC","£156.69m",27,"2014-02-01"
"Leicester City","£27.41m",25,"2014-02-01"
"Wolverhampton Wanderers","£15.23m",25,"2014-02-01"
"Aston Villa","£90.00m",28,"2014-02-01"
"West Ham United","£95.63m",30,"2014-02-01"
"Newcastle United","£128.70m",25,"2014-02-01"
"Brighton & Hove Albion","£18.02m",26,"2014-02-01"
"Southampton FC","£97.88m",20,"2014-02-01"
"Fulham FC","£77.67m",28,"2014-02-01"
"Crystal Palace","£43.65m",29,"2014-02-01"
"Leeds United","£20.16m",30,"2014-02-01"
"Sheffield United","£7.99m",25,"2014-02-01"
"Burnley FC","£21.76m",21,"2014-02-01"
"West Bromwich Albion","£74.03m",26,"2014-02-01"
