"Team","Value","Squad size","Date"
"AFC Bournemouth","£71.10m",31,"2016-08-01"
"Norwich City","£67.32m",29,"2016-08-01"
"Watford FC","£99.09m",30,"2016-08-01"
"Brentford FC","£16.74m",22,"2016-08-01"
"Cardiff City","£33.48m",28,"2016-08-01"
"Bristol City","£14.72m",26,"2016-08-01"
"Swansea City","£102.56m",26,"2016-08-01"
"Reading FC","£21.24m",27,"2016-08-01"
"Stoke City","£132.08m",28,"2016-08-01"
"Blackburn Rovers","£16.36m",20,"2016-08-01"
"Nottingham Forest","£26.87m",26,"2016-08-01"
"Middlesbrough FC","£76.14m",32,"2016-08-01"
"Derby County","£50.94m",28,"2016-08-01"
"Huddersfield Town","£15.30m",25,"2016-08-01"
"Birmingham City","£13.01m",26,"2016-08-01"
"Millwall FC","£5.42m",21,"2016-08-01"
"Sheffield Wednesday","£37.89m",32,"2016-08-01"
"Preston North End","£11.34m",26,"2016-08-01"
"Queens Park Rangers","£37.67m",29,"2016-08-01"
"Barnsley FC","£3.98m",25,"2016-08-01"
"Luton Town","£4.14m",26,"2016-08-01"
"Coventry City","£3.15m",23,"2016-08-01"
"Rotherham United","£6.39m",19,"2016-08-01"
"Wycombe Wanderers","£2.30m",21,"2016-08-01"
