"Team","Value","Squad size","Date"
"Liverpool FC","£348.48m",27,"2016-10-15"
"Manchester City","£466.20m",23,"2016-10-15"
"Chelsea FC","£464.67m",26,"2016-10-15"
"Manchester United","£480.83m",27,"2016-10-15"
"Tottenham Hotspur","£333.45m",23,"2016-10-15"
"Arsenal FC","£421.65m",29,"2016-10-15"
"Everton FC","£215.33m",28,"2016-10-15"
"Leicester City","£189.45m",26,"2016-10-15"
"Wolverhampton Wanderers","£44.82m",31,"2016-10-15"
"Aston Villa","£90.23m",26,"2016-10-15"
"West Ham United","£217.35m",27,"2016-10-15"
"Newcastle United","£114.62m",27,"2016-10-15"
"Southampton FC","£179.10m",27,"2016-10-15"
"Brighton & Hove Albion","£43.07m",27,"2016-10-15"
"Fulham FC","£50.31m",26,"2016-10-15"
"Crystal Palace","£145.58m",25,"2016-10-15"
"Leeds United","£30.74m",27,"2016-10-15"
"Sheffield United","£6.46m",25,"2016-10-15"
"Burnley FC","£63.00m",22,"2016-10-15"
"West Bromwich Albion","£96.84m",22,"2016-10-15"
