"Team","Value","Squad size","Date"
"AFC Bournemouth","£3.71m",27,"2011-01-01"
"Norwich City","£15.98m",29,"2011-01-01"
"Watford FC","£9.45m",23,"2011-01-01"
"Brentford FC","£7.13m",27,"2011-01-01"
"Stoke City","£72.00m",23,"2011-01-01"
"Bristol City","£19.35m",30,"2011-01-01"
"Nottingham Forest","£29.52m",28,"2011-01-01"
"Swansea City","£17.84m",32,"2011-01-01"
"Blackburn Rovers","£65.93m",22,"2011-01-01"
"Reading FC","£18.92m",27,"2011-01-01"
"Cardiff City","£30.24m",24,"2011-01-01"
"Middlesbrough FC","£39.42m",28,"2011-01-01"
"Huddersfield Town","£9.63m",24,"2011-01-01"
"Birmingham City","£66.71m",24,"2011-01-01"
"Derby County","£14.31m",34,"2011-01-01"
"Millwall FC","£10.51m",28,"2011-01-01"
"Preston North End","£16.00m",32,"2011-01-01"
"Sheffield Wednesday","£13.66m",23,"2011-01-01"
"Queens Park Rangers","£27.14m",28,"2011-01-01"
"Barnsley FC","£14.49m",27,"2011-01-01"
"Luton Town","£1.98m",32,"2011-01-01"
"Coventry City","£13.97m",29,"2011-01-01"
"Rotherham United","£2.59m",29,"2011-01-01"
"Wycombe Wanderers","£4.01m",27,"2011-01-01"
