"Team","Value","Squad size","Date"
"Salford City","£5.15m",23,"2020-11-01"
"Southend United","£3.26m",28,"2020-11-01"
"Bolton Wanderers","£3.17m",31,"2020-11-01"
"Oldham Athletic","£2.99m",27,"2020-11-01"
"Tranmere Rovers","£2.90m",27,"2020-11-01"
"Morecambe FC","£2.70m",23,"2020-11-01"
"Grimsby Town","£2.50m",30,"2020-11-01"
"Colchester United","£2.66m",22,"2020-11-01"
"Leyton Orient","£2.43m",26,"2020-11-01"
"Mansfield Town","£2.43m",23,"2020-11-01"
"Bradford City","£2.36m",26,"2020-11-01"
"Scunthorpe United","£2.25m",29,"2020-11-01"
"Barrow AFC","£2.18m",26,"2020-11-01"
"Port Vale FC","£2.18m",26,"2020-11-01"
"Cheltenham Town","£2.09m",26,"2020-11-01"
"Exeter City","£2.09m",28,"2020-11-01"
"Carlisle United","£1.73m",29,"2020-11-01"
"Crawley Town","£1.78m",32,"2020-11-01"
"Newport County","£1.87m",25,"2020-11-01"
"Walsall FC","£1.49m",28,"2020-11-01"
"Forest Green Rovers","£1.44m",26,"2020-11-01"
"Stevenage FC","£1.31m",24,"2020-11-01"
"Cambridge United","£1.69m",25,"2020-11-01"
"Harrogate Town","£923Th.",23,"2020-11-01"
